,age,CompanyName,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
3493,11,Tata,260000,46000,0,0,0,0,19.4,1405,70.0,135.4Nm@ 2500rpm,5
3494,21,Hyundai,55000,120000,1,0,0,3,13.2,1495,94.0,"12.5@ 3,500(kgm@ rpm)",5
3495,10,Maruti,450000,108800,0,0,0,2,22.9,1248,74.0,190Nm@ 2000rpm,5
3496,14,Hyundai,199000,70000,1,0,0,1,20.36,1197,78.9,111.8Nm@ 4000rpm,5
3497,5,Mahindra,1000000,35000,0,0,0,0,15.4,2523,75.0,200Nm@ 1400-2200rpm,7
3498,12,Ford,240000,72000,0,0,0,0,20.0,1399,68.0,160Nm@ 2000rpm,5
3499,5,Renault,350000,40000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
3500,9,Mahindra,530000,120000,0,0,0,2,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
3501,12,Chevrolet,150000,35000,1,0,0,0,18.0,995,62.0,90.3Nm@ 4200rpm,5
3502,4,Hyundai,625000,12500,1,0,0,0,18.6,1197,81.86,117nm@ 4000rpm,5
3503,9,Hyundai,378000,80000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
3504,8,Renault,210000,210000,1,0,0,1,25.17,799,53.3,72Nm@ 4386rpm,5
3505,5,Maruti,700000,100000,0,0,0,1,28.4,1248,74.02,190Nm@ 2000rpm,5
3506,12,Hyundai,156000,110000,1,0,0,1,17.92,1086,62.1,96.1Nm@ 3000rpm,5
3507,7,Mahindra,700000,103000,0,0,0,0,16.5,1493,70.0,195Nm@ 1400-2200rpm,7
3508,13,Maruti,194000,577414,1,0,0,1,18.9,1061,67.0,84Nm@ 3500rpm,5
3509,17,Maruti,120000,100000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
3510,8,Honda,415000,45000,1,0,1,0,15.5,1198,86.7,109Nm@ 4500rpm,5
3511,8,Honda,450000,45000,1,0,1,0,15.5,1198,86.7,109Nm@ 4500rpm,5
3512,9,Honda,325000,40000,1,0,0,2,19.4,1198,86.8,109Nm@ 4500rpm,5
3513,9,Mahindra,525000,200000,0,0,0,0,15.96,2523,62.1,195Nm@ 1440-2200rpm,9
3514,6,Hyundai,265000,100000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3515,15,Maruti,100000,120000,1,0,0,1,19.7,796,35.0,6.1kgm@ 3000rpm,8
3535,8,Tata,400000,100000,0,0,0,0,23.0,1248,88.7,200Nm@ 1750-3000rpm,5
3536,10,Hyundai,345000,40000,0,0,0,0,21.9,1396,88.8,219.7Nm@ 1500-2750rpm,5
3537,5,Mahindra,850000,15000,0,0,0,1,16.55,2498,105.0,247Nm@ 1800-2000rpm,6
3538,5,Maruti,620000,15000,1,0,1,0,20.89,1197,81.8,113Nm@ 4200rpm,5
3539,5,Maruti,700000,10000,1,0,0,1,21.4,1197,83.1,115Nm@ 4000rpm,5
3540,11,Tata,200000,90000,0,0,0,0,22.3,1248,74.0,190Nm@ 1750-3000rpm,5
3541,6,Mahindra,660000,80000,0,0,0,0,16.5,1493,70.0,195Nm@ 1400-2200rpm,7
3542,8,Mitsubishi,1700000,39000,0,0,0,0,13.5,2477,175.56,400Nm@ 2000-2500rpm,7
3543,14,Tata,90000,60000,0,0,0,1,17.88,1396,52.8,85Nm@ 2500rpm,5
3544,8,Mahindra,1050000,28000,0,0,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3545,13,Ford,160000,90000,1,0,0,1,15.6,1196,70.0,102Nm@ 4000rpm,5
3546,17,Honda,150000,80000,1,0,0,2,13.5,1799,130.0,172Nm@ 4300rpm,5
3547,13,Maruti,200000,35000,1,0,0,0,19.0,998,67.1,90Nm@ 3500rpm,5
3548,12,Toyota,365000,185000,0,0,0,1,21.43,1364,87.2,205Nm@ 1800-2800rpm,5
3549,14,Fiat,140000,110000,1,0,0,1,15.7,1172,67.0,96Nm@ 2500rpm,5
3550,7,Fiat,360000,100000,0,0,0,0,20.5,1248,91.72,209Nm@ 2000rpm,5
3551,15,Honda,200000,110000,1,0,0,1,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5
3552,13,Skoda,250000,100000,0,0,0,1,17.5,1896,106.0,"25.5@ 1,900(kgm@ rpm)",5
3553,15,Skoda,229999,110000,0,0,0,1,17.5,1896,106.0,"25.5@ 1,900(kgm@ rpm)",5
3554,12,Ford,320000,130000,0,0,0,1,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
3556,5,Hyundai,1200000,27000,1,0,0,0,15.8,1591,121.3,151Nm@ 4850rpm,5
3557,5,Maruti,740000,9000,1,0,1,0,21.4,1197,83.1,115Nm@ 4000rpm,5
3559,4,Maruti,570000,19000,1,0,1,1,20.89,1197,81.8,113Nm@ 4200rpm,5
3561,10,Tata,250000,100000,0,0,0,0,23.57,1396,70.0,140Nm@ 1800-3000rpm,5
3562,6,Maruti,430000,20000,1,0,1,0,20.51,998,67.0,90Nm@ 3500rpm,5
3563,9,Hyundai,225000,35000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3566,9,Hyundai,440000,70000,0,0,0,1,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3567,7,Maruti,800000,70000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
3573,8,Hyundai,450000,53000,0,0,0,0,24.0,1120,70.0,160Nm@ 1500-2750rpm,5
3574,10,Maruti,420000,105000,0,0,0,1,23.4,1248,74.0,190Nm@ 2000rpm,5
3575,12,Toyota,500000,121941,0,1,0,0,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
3576,7,Tata,350000,15000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
3577,9,Mahindra,280000,100000,0,0,0,0,14.0,2489,95.0,220Nm at 1400-2600 rpm,8
3578,10,Renault,425000,152186,0,1,0,1,20.45,1461,83.8,200Nm@ 1900rpm,5
3579,10,Hyundai,295000,82246,1,1,0,0,20.36,1197,78.9,111.7Nm@ 4000rpm,5
3580,7,Maruti,540000,20000,1,0,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
3581,6,Maruti,754000,40000,0,0,0,0,28.4,1248,74.02,190Nm@ 2000rpm,5
3582,12,Toyota,650000,89580,0,1,0,1,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
3583,12,Toyota,550000,250000,0,0,0,1,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
3584,12,Toyota,550000,250000,0,0,0,1,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
3585,4,Ford,675000,2789,1,1,0,0,18.16,1196,86.8,112Nm@ 4000rpm,5
3586,5,Ford,700000,35278,0,1,0,0,23.8,1499,98.97,215nm@ 1750-2500rpm,5
3587,5,Ford,795000,2860,0,1,0,0,23.8,1499,98.97,215nm@ 1750-2500rpm,5
3588,13,Toyota,515000,200000,0,0,0,0,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
3589,5,Mahindra,450000,20000,1,0,0,0,18.15,1198,82.0,115Nm@ 3500-3600rpm,6
3590,15,Hyundai,155000,60000,1,0,0,2,15.0,1086,66.6,"10.4@ 3,200(kgm@ rpm)",5
3591,12,Toyota,350000,100000,0,0,0,1,23.59,1364,67.1,170Nm@ 1800-2400rpm,5
3592,12,Ford,250000,78562,0,1,0,0,20.0,1399,68.0,160Nm@ 2000rpm,5
3593,12,Hyundai,450000,96000,0,0,0,3,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3595,20,Maruti,55599,36088,1,0,0,0,16.1,796,37.0,59Nm@ 2500rpm,4
3596,9,Hyundai,420000,50000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3598,5,Maruti,750000,40000,0,0,0,0,25.1,1248,88.5,200Nm@ 1750rpm,5
3599,3,Datsun,450000,10000,1,0,0,0,19.02,1198,67.05,104Nm@ 4000rpm,5
3600,15,Maruti,175000,60000,0,0,0,1,17.8,1248,75.0,190Nm@ 2000rpm,5
3601,4,Hyundai,650000,10000,1,0,0,0,17.19,1197,81.86,114.73Nm@ 4000rpm,5
3602,5,Maruti,1050000,10000,0,0,0,0,25.47,1248,88.5,200Nm@ 1750rpm,7
3603,12,Hyundai,375000,35000,0,0,0,1,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3604,9,Hyundai,1100000,80000,0,0,0,0,14.74,2199,194.3,420.7Nm@ 1800-2500rpm,7
3605,4,Mahindra,1550000,28000,0,0,0,0,15.1,2179,152.87,360Nm@ 1750-2800rpm,7
3606,6,Ford,620000,35000,0,0,0,0,24.29,1498,99.0,215Nm@ 1750-3000rpm,5
3607,6,Jeep,1511000,32000,0,0,0,0,16.3,1956,170.0,350Nm@ 1750-2500rpm,5
3608,20,Maruti,135000,40000,1,0,0,0,18.9,998,67.1,90Nm@ 3500rpm,5
3610,4,Renault,320000,10000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
3611,4,Mahindra,1650000,25000,0,0,1,1,15.1,2179,152.87,360Nm@ 1750-2800rpm,7
3612,7,Maruti,320000,50000,1,0,0,0,23.95,998,67.05,90Nm@ 3500rpm,5
3613,11,Maruti,400000,129000,0,0,0,0,19.3,1248,73.9,190Nm@ 2000rpm,5
3614,8,Mahindra,900000,100000,0,0,1,1,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
3615,5,Maruti,310000,30000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
3616,5,Tata,595000,28000,1,0,0,1,17.0,1198,108.5,170Nm@ 1750-4000rpm,5
3618,10,Mahindra,350000,70000,1,0,0,0,13.87,1598,86.0,128Nm@ 3100rpm,5
3619,10,Tata,275000,110000,0,0,0,0,19.1,1405,70.0,135.4Nm@ 2500rpm,5
3620,4,Maruti,420000,10000,1,0,0,0,15.37,1196,73.0,101Nm@ 3000rpm,5
3621,15,Hyundai,250000,110000,0,0,0,1,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5
3622,16,Maruti,250000,100000,0,0,0,1,17.8,1248,75.0,190Nm@ 2000rpm,5
3624,7,Hyundai,525000,60000,1,0,1,0,16.9,1197,82.0,114Nm@ 4000rpm,5
3625,15,Mahindra,250000,110000,0,0,0,2,10.5,2609,120.0,290Nm@ 1800-2800rpm,7
3627,6,Maruti,430000,10000,1,0,0,0,23.1,998,67.04,90Nm@ 3500rpm,5
3628,6,Maruti,630000,35000,1,0,0,0,21.4,1197,83.1,115Nm@ 4000rpm,5
3629,5,Tata,550000,23000,1,0,0,0,20.3,1199,84.0,114Nm@ 3500rpm,5
3630,4,Maruti,630000,15000,0,0,0,1,28.4,1248,74.0,190Nm@ 2000rpm,5
3631,5,Mahindra,850000,20000,0,0,0,0,18.49,2179,120.0,280Nm@ 1800-2800rpm,9
3632,12,Mahindra,455000,90000,0,0,0,0,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
3633,12,Mahindra,445000,90000,0,0,0,0,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
3634,10,Hyundai,370000,80000,0,0,0,0,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5
3635,7,Hyundai,500000,50000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
3637,11,Tata,140000,185000,0,0,0,1,19.4,1405,70.0,135.4Nm@ 2500rpm,5
3638,4,Maruti,550000,40000,1,0,0,0,21.21,1197,81.8,113Nm@ 4200rpm,5
3639,6,Renault,300000,30000,1,0,0,0,23.01,999,67.0,91Nm@ 4250rpm,5
3640,12,Tata,150000,120000,0,0,0,0,23.03,1396,69.0,140Nm@ 1800-3000rpm,5
3641,12,Maruti,229999,500000,1,0,0,1,18.9,998,67.1,90Nm@ 3500rpm,5
3642,6,Mahindra,880000,46000,0,0,0,0,15.4,2179,120.0,280Nm@ 1800-2800rpm,7
3643,12,Toyota,900000,120000,0,0,0,0,11.5,2982,171.0,343Nm@ 1400-3400rpm,7
3644,8,Mahindra,720000,80000,0,0,0,0,15.4,2523,75.0,200Nm@ 1400-2200rpm,9
3645,7,Hyundai,550000,90000,0,0,0,1,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3646,8,Mahindra,720000,90000,0,0,0,0,15.4,2523,75.0,200Nm@ 1400-2200rpm,9
3648,7,Maruti,535000,70000,0,0,0,0,25.2,1248,74.0,190Nm@ 2000rpm,5
3649,8,Hyundai,320000,91000,0,0,0,2,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5
3650,8,Hyundai,500000,90000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3651,9,Maruti,525000,110000,0,0,0,1,20.77,1248,88.76,200Nm@ 1750rpm,7
3652,4,Renault,220000,90000,1,0,0,0,23.01,999,67.0,91Nm@ 4250rpm,5
3653,5,Tata,350000,50000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
3654,7,Mahindra,530000,60000,0,0,0,0,18.49,1493,100.0,240Nm@ 1600-2800rpm,7
3655,10,Maruti,215000,35000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
3656,11,Volkswagen,335000,100000,0,0,0,0,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
3657,8,Hyundai,320000,90000,0,0,0,1,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5
3658,12,Ford,135000,120000,0,0,0,1,20.0,1399,68.0,160Nm@ 2000rpm,5
3659,14,Maruti,175000,95000,1,0,0,1,19.0,998,66.1,90Nm@ 3500rpm,5
3660,6,Mahindra,800000,35000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
3661,16,Tata,78000,38000,1,0,0,1,15.3,1193,65.3,102Nm@ 2600rpm,5
3662,9,Honda,565000,56000,1,0,0,1,17.4,1497,117.3,145Nm@ 4600rpm,5
3663,6,Hyundai,575000,50000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3664,9,Hyundai,170000,70000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
3665,9,Maruti,250999,30000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
3666,8,Mahindra,950000,188000,0,0,0,0,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
3667,9,Honda,650000,60000,1,0,0,0,17.8,1497,117.3,145Nm@ 4600rpm,5
3668,10,Tata,550000,133000,0,0,0,0,14.0,2179,138.1,320Nm@ 1700-2700rpm,7
3669,13,Toyota,650000,160000,0,0,0,0,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
3670,10,Mahindra,800000,150000,0,0,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3671,3,Maruti,250999,30000,1,0,0,0,22.05,796,47.3,69Nm@ 3500rpm,5
3672,10,Maruti,170000,60000,1,0,0,1,22.74,796,47.3,69Nm@ 3500rpm,5
3673,10,Tata,250000,30000,0,0,0,0,19.09,1396,69.0,135Nm@ 2500rpm,5
3674,9,Chevrolet,312000,80000,1,0,0,0,13.7,1399,98.82,131Nm@ 4400rpm,7
3675,9,Maruti,250000,20000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
3676,10,Hyundai,200000,80000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3677,7,Mahindra,670000,73000,0,0,0,0,15.4,2523,75.0,200Nm@ 1400-2200rpm,7
3678,6,Hyundai,270000,50000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3679,11,Mahindra,360000,200000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
3680,5,Maruti,630000,46000,0,0,0,0,28.4,1248,74.0,190Nm@ 2000rpm,5
3682,5,Mahindra,400000,50000,0,0,0,0,23.5,909,45.0,98Nm@ 1600-3000rpm,8
3688,4,Maruti,1000000,15000,1,0,0,0,19.01,1462,103.2,138nm@ 4400rpm,6
3689,6,Maruti,650000,44000,0,1,0,0,23.65,1248,88.5,200Nm@ 1750rpm,5
3697,13,Maruti,217000,120000,0,0,0,0,21.1,1248,73.9,113Nm@ 4500rpm,5
3701,11,Maruti,280000,70000,1,0,0,1,18.6,1197,85.8,114Nm@ 4000rpm,5
3702,10,Ford,350000,90000,1,0,0,0,14.09,1596,99.6,146Nm@ 3400rpm,5
3703,6,Mahindra,1150000,42000,0,0,0,1,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
3704,7,Hyundai,420000,30000,1,0,0,1,18.9,1197,82.0,114Nm@ 4000rpm,5
3705,6,Maruti,810000,80000,1,0,0,0,20.73,1373,91.1,130Nm@ 4000rpm,5
3706,12,Hyundai,290000,90000,1,0,0,2,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5
3707,11,Chevrolet,180000,60000,1,0,0,0,18.6,1199,79.4,108Nm@ 4400rpm,5
3708,13,Maruti,160000,162000,1,0,0,0,15.37,1196,73.0,101Nm@ 3000rpm,5
3709,6,Tata,66000,70000,1,0,0,2,23.9,624,37.48,51Nm@ 4000rpm,4
3710,8,Maruti,369000,20000,1,0,0,1,20.51,998,67.04,90Nm@ 3500rpm,5
3711,11,Tata,300000,80000,0,0,0,1,13.93,2179,138.1,320Nm@ 1700-2700rpm,7
3712,15,Mahindra,350000,90000,0,0,0,0,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
3713,15,Hyundai,220000,120000,1,0,1,1,19.2,1197,80.0,"11.4@ 4,000(kgm@ rpm)",5
3714,18,Chevrolet,160000,220000,0,0,0,0,14.8,2499,80.0,"19@ 1,800(kgm@ rpm)",10
3715,14,Maruti,221000,100000,0,0,0,1,17.8,1248,75.0,190Nm@ 2000rpm,5
3716,6,Tata,400000,35000,1,0,0,0,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
3717,19,Toyota,250000,120000,1,0,0,1,13.4,2362,164.7,224Nm@ 4000rpm,5
3718,12,Mahindra,390000,120000,0,0,0,3,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
3719,11,Maruti,190000,110000,1,0,0,0,15.37,1196,73.0,101Nm@ 3000rpm,5
3720,6,Renault,300000,60000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
3721,6,Hyundai,750000,27000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3722,7,Maruti,650000,50000,0,0,0,0,26.59,1248,74.0,190Nm@ 2000rpm,5
3723,5,Honda,635000,40000,1,0,0,0,17.8,1198,86.7,109Nm@ 4500rpm,5
3724,10,Hyundai,520000,88000,0,0,0,1,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3725,3,Mahindra,1500000,50000,0,0,0,0,16.36,2179,140.0,320Nm@ 1500-2800rpm,7
3726,11,Hyundai,415000,80000,0,0,0,1,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3727,4,Hyundai,700000,60000,0,0,0,0,22.54,1396,88.76,219.66nm@ 1500-2750rpm,5
3728,6,Maruti,484999,26000,1,0,0,1,21.21,1197,81.8,113Nm@ 4200rpm,5
3729,16,Ford,120000,80000,1,0,0,1,16.6,1388,68.0,"16.3@ 2,000(kgm@ rpm)",5
3730,9,Hyundai,220000,60000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
3731,9,Hyundai,320000,80000,1,0,0,1,20.36,1197,78.9,111.7Nm@ 4000rpm,5
3732,12,Maruti,375000,90000,0,0,0,1,22.9,1248,74.0,190Nm@ 2000rpm,5
3733,11,Hyundai,440000,80000,0,0,0,1,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
3734,4,Hyundai,550000,15000,1,0,1,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
3735,6,Maruti,640000,35000,0,0,0,1,25.2,1248,74.0,190Nm@ 2000rpm,5
3736,9,Toyota,420000,120000,0,0,0,0,23.59,1364,67.04,170Nm@ 1800-2400rpm,5
3737,7,Hyundai,330000,63000,0,0,0,2,24.0,1120,70.0,160Nm@ 1500-2750rpm,5
3738,4,Volkswagen,800000,25000,0,0,0,0,21.66,1498,108.62,250Nm@ 1500-3000rpm,5
3739,12,Maruti,240000,64500,1,0,0,0,18.9,998,67.1,90Nm@ 3500rpm,5
3740,7,Mahindra,360000,100000,0,0,0,1,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
3741,6,Hyundai,750000,40000,0,0,0,0,23.9,1582,126.2,259.9Nm@ 1900-2750rpm,5
3742,6,Hyundai,570000,15000,1,0,0,1,18.6,1197,81.83,114.7Nm@ 4000rpm,5
3743,8,Toyota,450000,25000,0,0,0,0,23.59,1364,67.04,170Nm@ 1800-2400rpm,5
3744,7,Maruti,270000,82000,1,0,0,2,18.5,1197,85.8,114Nm@ 4000rpm,5
3745,11,Maruti,459999,87000,0,0,0,0,20.77,1248,88.76,200Nm@ 1750rpm,7
3746,8,Maruti,240000,80000,1,0,0,1,23.95,998,67.05,90Nm@ 3500rpm,5
3747,11,Renault,320000,110000,0,0,0,2,19.01,1461,108.45,248Nm@ 2250rpm,5
3748,12,Tata,149000,148000,0,0,0,1,21.12,1248,88.8,200Nm@ 1750-3000rpm,5
3749,5,Mahindra,1500000,40000,0,0,0,0,16.36,2179,140.0,320Nm@ 1500-2800rpm,7
3750,12,Hyundai,180000,70000,1,0,0,0,16.36,1495,93.7,124.6Nm@ 3500rpm,5
3751,11,Hyundai,185000,70000,3,0,0,1,13.45,1086,62.1,96.1Nm@ 3000rpm,5
3752,15,Maruti,65000,40000,1,0,0,1,16.1,796,37.0,59Nm@ 2500rpm,4
3753,13,Tata,130000,120000,0,0,0,0,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5
3754,11,Ford,330000,60000,0,0,0,0,17.8,1399,67.0,160Nm@ 2000rpm,5
3755,12,Tata,190000,90000,0,1,0,0,18.8,1248,90.0,200Nm@ 1750-3000rpm,5
3756,9,Maruti,501000,68000,0,1,0,0,22.9,1248,74.0,190Nm@ 2000rpm,5
3757,6,Honda,600000,24500,0,1,0,0,25.8,1498,98.6,200Nm@ 1750rpm,5
3758,11,Mahindra,570000,77000,0,1,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
3759,8,Honda,450000,85000,0,1,0,0,25.8,1498,98.6,200Nm@ 1750rpm,5
3760,12,Toyota,285000,45500,1,1,0,0,16.78,1496,88.73,132Nm@ 3000rpm,5
3761,9,Maruti,490000,67000,0,1,0,0,28.4,1248,74.0,190Nm@ 2000rpm,5
3762,9,Maruti,500000,77000,0,1,0,0,28.4,1248,74.0,190Nm@ 2000rpm,5
3763,7,Hyundai,275000,47000,1,1,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
3764,6,Tata,440000,57000,1,1,0,0,23.84,1199,84.48,113Nm@ 3300rpm,5
3765,5,Hyundai,825000,71500,0,1,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
3766,11,Toyota,411000,110000,0,1,0,0,23.59,1364,67.04,170Nm@ 1800-2400rpm,5
3767,10,Maruti,470000,82000,0,1,0,1,26.59,1248,74.0,190Nm@ 2000rpm,5
3768,10,Maruti,445000,70000,0,1,0,1,28.4,1248,74.0,190Nm@ 2000rpm,5
3769,6,Maruti,752000,28000,0,1,0,0,27.39,1248,74.0,190Nm@ 2000rpm,5
3770,7,Skoda,650000,125000,0,1,0,1,21.14,1498,103.52,250Nm@ 1500-2500rpm,5
3771,10,Maruti,450000,67000,0,1,0,1,28.4,1248,74.0,190Nm@ 2000rpm,5
3772,12,Honda,350000,93500,1,1,0,2,17.0,1497,118.0,146Nm at 4800 rpm,5
3773,11,Maruti,511000,8500,1,1,0,0,22.0,1197,81.8,113Nm@ 4200rpm,5
3774,7,Maruti,700000,80000,0,1,0,0,27.39,1248,74.0,190Nm@ 2000rpm,5
3777,16,Ford,142000,97000,1,0,0,0,16.6,1388,68.0,"16.3@ 2,000(kgm@ rpm)",5
3778,11,Tata,725000,90000,0,0,0,0,13.93,2179,138.0,320Nm@ 1700-2700rpm,7
3779,6,Hyundai,630000,30000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
3780,8,Hyundai,480000,50000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
3781,7,Maruti,330000,30000,1,0,0,0,23.95,998,67.05,90Nm@ 3500rpm,5
3782,6,Maruti,500000,20000,1,0,0,0,11.96,1298,80.0,103Nm@ 4500rpm,8
3783,11,Volkswagen,300000,60300,0,0,0,0,22.07,1199,73.9,180Nm@ 2000rpm,5
3784,8,Tata,400000,35000,0,0,0,0,23.0,1248,88.7,200Nm@ 1750-3000rpm,5
3785,12,Tata,320000,80000,0,0,0,0,13.93,2179,138.03,320Nm@ 1700-2700rpm,7
3786,15,Hyundai,180000,44391,1,0,0,1,19.81,1086,68.05,99.04Nm@ 4500rpm,5
3787,7,Maruti,530000,58000,0,0,0,0,27.39,1248,74.0,190Nm@ 2000rpm,5
3788,8,Mahindra,600000,40000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
3789,6,Maruti,780000,66000,0,0,0,1,24.52,1248,88.5,200Nm@ 1750rpm,7
3790,7,Honda,700000,110000,0,0,0,0,26.0,1498,98.6,200Nm@ 1750rpm,5
3791,10,Chevrolet,175000,56315,0,0,0,0,25.44,936,57.6,150Nm@ 1750rpm,5
3792,6,Mahindra,735000,70000,0,0,0,0,16.5,1493,70.0,195Nm@ 1400-2200rpm,7
3793,10,Toyota,325000,120000,0,0,0,0,23.59,1364,67.06,170Nm@ 1800-2400rpm,5
3794,17,Chevrolet,225000,100000,0,0,0,0,14.8,2499,80.0,"19@ 1,800(kgm@ rpm)",10
3795,8,Tata,350000,90000,0,0,0,1,23.0,1248,88.7,200Nm@ 1750-3000rpm,5
3796,17,Maruti,110000,120000,3,0,0,2,17.3,1061,57.5,"7.8@ 4,500(kgm@ rpm)",5
3797,16,Maruti,85000,160000,1,0,0,3,18.2,998,67.1,90Nm@ 3500rpm,5
3798,17,Toyota,150000,100000,1,0,0,3,13.4,1794,125.0,"16.1@ 4,200(kgm@ rpm)",5
3799,14,Maruti,225000,120000,0,0,0,2,19.3,1248,73.9,190Nm@ 2000rpm,5
3800,13,Tata,111000,100000,0,0,0,1,18.0,1248,75.0,190Nm@ 1750rpm,5
3801,16,Maruti,150000,70000,1,0,0,2,18.9,1061,67.0,84Nm@ 3500rpm,5
3802,6,Hyundai,300000,15151,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
3803,8,Mahindra,630000,60000,0,0,0,0,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
3804,12,Hyundai,206000,100000,1,0,0,0,19.81,1086,68.05,99.04Nm@ 4500rpm,5
3805,17,Maruti,70000,110000,1,0,0,3,18.9,998,67.1,90Nm@ 3500rpm,5
3806,4,Hyundai,567000,7000,1,0,1,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
3811,10,Ford,500000,70000,1,0,0,1,15.85,1499,110.4,140Nm@ 4400rpm,5
3812,8,Hyundai,400000,128000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
3814,11,Toyota,850000,120000,0,0,0,1,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
3815,9,Maruti,570000,15000,0,0,0,0,25.2,1248,74.0,190Nm@ 2000rpm,5
3816,6,Maruti,699000,60000,0,0,0,0,28.4,1248,74.02,190Nm@ 2000rpm,5
3817,10,Honda,355000,80000,1,0,0,0,19.4,1198,86.8,109Nm@ 4500rpm,5
3818,7,Maruti,690000,80000,0,0,0,0,26.59,1248,74.0,190Nm@ 2000rpm,5
3819,17,Ford,180000,114321,0,0,0,1,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5
